Sun Jun 08 12:34:13 MSK 2014 | 1, 5 
Sun Jun 08 12:34:13 MSK 2014 | Число делителей: 2
Sun Jun 08 12:34:13 MSK 2014 | Сумма делителей: 6
Sun Jun 08 12:38:38 MSK 2014 | Введенное число: 225
Sun Jun 08 12:38:38 MSK 2014 | Сомножители: 
Sun Jun 08 12:38:38 MSK 2014 | 3, 3, 5, 5 
Sun Jun 08 12:38:38 MSK 2014 | Множество делителей: 
Sun Jun 08 12:38:38 MSK 2014 | 1, 3, 5, 9, 15, 25, 45, 75, 225 
Sun Jun 08 12:38:38 MSK 2014 | Число делителей: 9
Sun Jun 08 12:38:38 MSK 2014 | Сумма делителей: 403
Sun Jun 08 12:40:50 MSK 2014 | Введенное число: 123
Sun Jun 08 12:40:50 MSK 2014 | Сомножители: 
